id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
95e1060c-0759-40cf-94ef-1f5b58ae4725,SQD_Alain,SQD_H2O_ibm_fez_manual,N/A,2026-01-11 22:56:45,169.33694648742676,0.0020482315676139773,0.00013831707776097187,"AMD Ryzen 7 6800H with Radeon Graphics/1 device(s), TDP:45.0",NVIDIA GeForce RTX 3070 Ti Laptop GPU 1 device(s),Linux,FR/Île-de-France,0
