id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
2262e95a-d1d2-49e2-bed0-e9bf2d1f9965,SQD_Alain,SQD_H2O_ibm_fez_manual_config,N/A,2025-12-13 09:38:26,572.232298374176,0.005902379359149524,0.0003985876781233673,"Intel(R) Core(TM) Ultra 9 185H/1 device(s), TDP:45.0", 0 device(s),Linux,FR/Île-de-France,0
